"","B_cells_naive","B_cells_memory","Plasma_cells","T_cells_CD8","T_cells_CD4_naive","T_cells_CD4_memory_resting","T_cells_CD4_memory_activated","T_cells_follicular_helper"
"1",0.0127870186160023,0.0108102993034909,0.201875975639139,0.0467518525743016,0.0980202172507058,0.0114072072045101,1.85504768432896e-10,0.618347429226345
"2",0.00157701164705133,0.00861974038194598,0.149474269522233,0.0648189294727443,0.057488247735125,0.00475197006595997,5.94571404497667e-11,0.713269831115484
"3",0.0402006307116959,0.015659923156017,0.195738833810009,0.057649634939625,0.0866486788901357,0.0114998986776582,1.00765801197763e-11,0.592602399804783
"4",0.00121145770577053,0.018819758512582,0.0842752101199325,0.0325142686436283,0.0595908653950953,0.00510206483514114,0.0089646732409686,0.789521701546882
"5",0.000404701892999949,0.0126174051003669,0.0959633737538712,0.0468037523255859,0.0436167242180035,0.00846782105597251,2.48046000652832e-10,0.792126221405154
"6",0.0218989032895735,0.0181709593012385,0.243296516984984,0.0817342179143236,0.1047372318114,0.00826641899894852,7.37064663213698e-10,0.521895750962468
"7",0.0139845906709433,0.0157526430625955,0.186011508201155,0.052811603986947,0.119216098781923,0.00763608061370143,3.64692427151495e-10,0.604587474318043
"8",0.0603168706834253,0.0166018209892025,0.276142553088339,0.209394626551145,0.0839485498762149,0.0129885468604419,1.78122761180359e-08,0.340607014138955
"9",0.0207866572829422,0.0166443815296331,0.210671181492535,0.0892957054911488,0.0916346479938138,0.0114084194917215,2.78391878820012e-10,0.559559006439813
"10",0.00677619520862281,0.012198903040732,0.209979316828906,0.055856148176826,0.103372350090402,0.00758977418771401,2.30947515983817e-10,0.604227312235849
"11",0.0234495789897027,0.0106555137189066,0.225286618029343,0.0751490615364175,0.0913658951301836,0.0107455090168573,2.12584890957163e-10,0.563347823366004
"12",5.59870026921494e-07,0.017280555795354,0.200844668879165,0.024556743234673,0.0870272405008876,0.0116177418552166,1.00001476889298e-08,0.658672479864529
"13",0.0613733740286137,0.015258349028153,0.271865506496419,0.0726387767380865,0.114479118139981,0.0116314727613444,8.91090523836829e-11,0.452753402718293
"14",0.0292002971139955,0.0156796211993156,0.183500719461947,0.0674284695049521,0.0850786383187964,0.0108211702892498,1.09960000481733e-10,0.608291084001784
"15",0.0472546506422834,0.0165685880471179,0.237629740163481,0.0726008997378456,0.103496461160547,0.00937657392547891,1.45947782013149e-10,0.513073086177299
"16",0.0204741513340909,0.019837644665466,0.207485290765961,0.0407855798748348,0.0861499272874199,0.00909483341542257,8.02238785816774e-11,0.616172572576581
"17",0.0516852997593729,0.0163434052388739,0.307191051273286,0.101115650867307,0.10617098188985,0.0130428814260718,7.51007661771738e-11,0.404450729470138
"18",0.000774737793701584,0.0109202245342443,0.0994925666886358,0.0523590642064458,0.0652951685873889,0.00850209064796534,2.31946459898439e-10,0.762656147309672
"19",0.00719632214298046,0.0191216466669946,0.141459667999546,0.0277098953038832,0.06818519435851,0.00415878762651913,6.79491304029987e-10,0.732168485222075
"20",0.0154812477042254,0.0187080873335511,0.201479479066883,0.0600536578176842,0.0730322653971144,0.0104018342860847,6.13897090077751e-10,0.62084342778056
"21",0.00824206758518948,0.0772234246457133,0.130137432362465,0.15307904780065,0.0305454926851223,0.0251046533284043,5.57273853705368e-10,0.575667881035183
"22",0.00458458590174051,0.0181696608657342,0.129561335654578,0.0440199869246476,0.108467696443523,0.00967778190971549,7.94417287121141e-10,0.685518951505644
"23",0.00818207679593152,0.0199628707910002,0.146386632555522,0.106731468430231,0.12480549285489,0.0109452556698788,1.14818823438378e-09,0.582986201754358
"24",0.00784582502689526,0.0176122660457072,0.198436497239206,0.0551820281697109,0.0972278350086278,0.00920773869656535,6.46794570553424e-10,0.614487809166493
"25",0.0011030891614011,0.0156120282885429,0.151410591394179,0.0379289048809502,0.0691850061865787,0.00655767981076102,1.03369154767603e-10,0.718202700174218
"26",0.0141719432337609,0.014682610985035,0.144629225915212,0.0588047196900713,0.0760220429483839,0.00921310166107061,3.69413089311074e-11,0.682476355529525
"27",0.0564703133177109,0.0174527899039312,0.254677477548668,0.0921553898841042,0.112519708157214,0.0140680001689321,2.40504139871616e-10,0.452656320778935
"28",0.0190955783836254,0.0138562856717581,0.214705425293488,0.074272006610259,0.101059103839697,0.0105696191271598,1.77695699937689e-11,0.566441981056243
"29",0.0120607289785239,0.015792034114643,0.19669429894731,0.0477006716295621,0.0915734250985268,0.0101510790094133,5.35712887454939e-10,0.626027761686308
"30",0.032251975262201,0.0212689685277238,0.177890747881658,0.0548101554776014,0.138963821322656,0.00782780926917842,5.40201775516236e-10,0.566986521718781
"31",0.00632976415293732,0.0169130840765219,0.193552785538542,0.0510496320058695,0.0926628807641982,0.00778315657514595,9.43156203610216e-11,0.631708696792469
"32",0.0189508968344436,0.0220755626053738,0.184914359240656,0.0503302578140634,0.128101473345936,0.00941027011109795,1.90252311016283e-10,0.586217179858177
"33",0.0161852481170783,0.014320942127228,0.24426284684862,0.0609498162838152,0.0867232063409734,0.00923291325614944,5.71374389090965e-09,0.568325021312392
"34",0.0180103907238934,0.0173111970599254,0.213703498214344,0.0581770273906067,0.101895305153127,0.00964348625372275,3.74060887667812e-11,0.581259095166974
"35",0.00481082971282404,0.0149912387541725,0.148776298508592,0.0352121308445564,0.0745663635316046,0.00682617256338637,4.34073215114986e-10,0.714816965650791
"36",0.0179746460254578,0.0099732604207135,0.187183296235931,0.0824602996380695,0.119854070561419,0.0115258679658105,3.98293249389801e-09,0.571028555169666
"37",0.0163132494821098,0.0144768472472301,0.188000969844766,0.0395491538907133,0.090382508832227,0.00903439290514687,1.65092419926737e-10,0.642242877632714
"38",0.0117292935010247,0.0150701286485765,0.199676135561007,0.0823949915378822,0.0944380465898663,0.00966865063451901,3.32644567750321e-10,0.58702275319448
"39",0.0103607922774242,0.0186929674527582,0.216095599182441,0.0518760875308499,0.0838093164949777,0.00853521999281671,2.98970974587268e-10,0.610630016769761
"40",0.0215493609178808,0.0188111549713886,0.284397920608737,0.0966595229337527,0.116781936077873,0.00944150047581637,9.36214890676097e-10,0.452358603078337
"41",0.0132587789076463,0.0138233562762147,0.192491258777861,0.0421428004541343,0.0843980416276835,0.00988490569240377,1.24933151714864e-09,0.644000857014725
"42",0.017956655770669,0.00310341035234601,0.136733767685864,0.0254935169567589,0.0298449746541096,0.00226109917556254,2.31884429545571e-10,0.784606575172806
"43",0.02166736396149,0.0167540939071076,0.267427331757092,0.087328213207641,0.108608096415556,0.00915249840171865,5.10414904617209e-10,0.48906240183898
"44",0.0286640964436572,0.0179978091397217,0.210921715585638,0.13850006985685,0.0846245955472542,0.0100875532468078,5.88545945501874e-10,0.509204159591525
"45",6.00732732909003e-08,0.0201792577079831,0.138226335523227,0.0593403161605984,0.1083073397622,0.00884669668638237,0.00121357119881158,0.663886422887524
"46",0.0167626789083917,0.0187698739497879,0.179616672522065,0.0796996208322154,0.104995084271928,0.0088610553590938,2.3858147784023e-08,0.591294990298371
"47",0.00690763256181937,0.0171123114757837,0.161734635743666,0.0449576915634762,0.0874157419786962,0.00784173054533464,1.14673979293272e-10,0.67403025601655
"48",0.0140138778512259,0.012106442067404,0.150281544838851,0.0550228343932059,0.0689869787040137,0.00754091631263601,9.538861720503e-10,0.692047404878777
"49",0.00716897224100235,0.0190294124230682,0.189119059486117,0.0404592598998234,0.0807148176080191,0.00731775441632681,2.75179770318002e-10,0.656190723650463
"50",0.0149811489581246,0.0141385194570524,0.187628324830508,0.0440398075352607,0.101404773274542,0.00842105787607062,9.51424655839348e-08,0.629386272925976
"51",0.0602671384754636,0.0211444041013941,0.275815889069229,0.0973121585677748,0.102857329921248,0.0108030849151935,8.02657935763699e-08,0.431799914683903
"52",0.0190403360355915,0.0143863950814795,0.135128111730424,0.0614002382350806,0.0574176934118772,0.0085694383808211,1.04280419463788e-10,0.704057787020445
"53",0.00458809718819189,0.0120523347385649,0.14954484965932,0.0556242005852478,0.0691682822358785,0.0063979432741538,7.80727310868148e-10,0.702624291537916
"54",0.0232841096479238,0.00561025405008356,0.107601843876961,0.0611143576665842,0.0824150767250559,0.00773251400170028,5.87383402066882e-10,0.712241843444308
"55",8.33806188238538e-09,0.0255801577967955,0.170491679176769,0.107685918865996,0.0993342065923952,0.0121907187453453,3.21832040398409e-09,0.584717307266317
"56",0.00349041951584002,0.0124462911856662,0.102192307949263,0.068833443267567,0.0681243673919642,0.00780920398212213,4.1816748203757e-08,0.73710392489083
"57",0.0371394691174151,0.0166547694847205,0.195864389841716,0.133155388773704,0.072361577960369,0.0109653811581934,7.98054048971342e-11,0.533859023584076
"58",0.0181635253044174,0.0130992510471209,0.181223107427226,0.0950873412534626,0.0682006441050415,0.0120189226717952,7.41760599519762e-10,0.612207207449176
"59",0.0125025534743915,0.0206576672826245,0.229843486872056,0.0699977562486483,0.114816633664054,0.0117206432970488,1.30353443165837e-08,0.540461246125832
"60",0.0208715325548027,0.0161636542512041,0.209757656787147,0.0906480661069022,0.121333067558014,0.0126732093101478,1.16145791699609e-10,0.528552813315636
"61",0.0105033383263308,0.0148313345619728,0.188498006479557,0.0489816752450969,0.0989838976088518,0.00961801272873406,2.02255668698345e-10,0.628583734847201
"62",0.0229211993415753,0.0115319528332121,0.193385777730664,0.0442483868460274,0.0703114377414764,0.00882926700531417,9.0808475404012e-09,0.648771969420883
"63",0.0274751565004886,0.0129926549328937,0.238936100336405,0.0954379985015356,0.107153681364332,0.0105602845126718,2.28552580044339e-10,0.507444123623121
"64",0.0232321670779553,0.0181361172712502,0.212981924866439,0.0604721275360695,0.101932011664916,0.0110598108706213,2.07051517630855e-10,0.572185840505697
"65",0.0102241834208159,0.0178486744658101,0.161265876107649,0.0466801631151344,0.0920356278835551,0.00755915552791498,7.76661652006895e-10,0.664386318702459
"66",0.0234922169037292,0.0156315129206922,0.236332263251791,0.0499443048234648,0.0913447778784885,0.0108984418138627,5.63099639249816e-10,0.572356481844872
"67",0.00975172507650457,0.0195060947188543,0.253141728155355,0.0713827018730419,0.13808479394205,0.00784703122363415,2.47260196479431e-10,0.5002859247633
"68",0.0123115140805601,0.0124321376764982,0.168115639433604,0.103618985576729,0.0874357637956443,0.0107969973460059,1.27531469394318e-09,0.605288960815644
"69",0.00646631528371215,0.0196062474521896,0.140165244833657,0.0487736778587573,0.0903271293401823,0.00598674173005364,1.19071225231779e-10,0.688674643382376
"70",0.0207374027366769,0.0148982712436144,0.237050864256645,0.078321023024676,0.0817049280603167,0.00980455583174488,2.71551387141108e-10,0.557482954574775
"71",0.00399361307478032,0.00726796103152677,0.140184087713398,0.0337770409533299,0.0740289768992649,0.00754655159198526,1.24372057169018e-09,0.733201767491994
"72",0.00269152288755916,0.00849515693877346,0.149484594193625,0.0334919499172323,0.0788674135979522,0.00642363743625477,8.04974164384878e-10,0.720545724223629
"73",0.00606471667401607,0.0132336471284032,0.224356551454762,0.063436646881353,0.0887819653384258,0.0088598326880796,7.96221925104121e-10,0.595266639038738
"74",0.00780169267827823,0.0195319213370833,0.194861135844225,0.0481886362268465,0.0892082417524595,0.0114663924265463,6.03027623095141e-11,0.628941979674258
