"","B_cells_naive","B_cells_memory","Plasma_cells","T_cells_CD8","T_cells_CD4_naive","T_cells_CD4_memory_resting","T_cells_CD4_memory_activated","T_cells_follicular_helper"
"1",0.0182414499310772,0.0301383907515907,0.217406383331588,0.0820562537320155,0.175095885609659,0.0118286359225116,1.2888741237141e-08,0.465232987832817
"2",0.0194672804130719,0.018432979925048,0.243022491214808,0.055831909882398,0.149616863202531,0.00871216625240784,1.93148181388646e-09,0.504916307178254
"3",0.0216949882292994,0.0175954814557375,0.226708550729775,0.0797316019932201,0.156474651998252,0.0103224770668104,9.60992087292774e-11,0.487472248430807
"4",0.0268350485369637,0.0309843110479977,0.254669077274939,0.0821869883601615,0.189416154851444,0.0129424541214063,2.86442318800315e-09,0.402965962942664
"5",0.0101943388985091,0.0279529535229046,0.225174074946303,0.0676576465747254,0.192152448844807,0.0115279191006537,2.37137053357424e-10,0.46534061787496
"6",0.00795729267339316,0.0145232010706863,0.2077712847086,0.0673664450672027,0.141754534000118,0.00525788853404877,9.59645840264981e-11,0.555369353849986
"7",0.0167048385291762,0.0236294973021138,0.238598780336803,0.0697146734236853,0.154579174293604,0.0113641223627853,2.67653504144926e-09,0.485408911075298
"8",0.0192565212884875,0.0195893116295424,0.215546158341505,0.079278921234523,0.145003299356898,0.00873355709085207,4.96720262908905e-09,0.51259222609099
"9",0.0178886519774286,0.0228079311560992,0.266874247564248,0.0617174125536731,0.13513404097143,0.0110254330928153,2.15622645196622e-08,0.484552261122041
"10",0.0170682311323795,0.0235606380073311,0.217784822550434,0.0845877439213031,0.164036707436023,0.00881019567125735,5.17891573204367e-09,0.484151656102356
"11",0.0260294950760827,0.0167533734981515,0.219577720696658,0.0936816410144485,0.131835158387801,0.00717068320669391,0.00131473357691137,0.503637194543253
"12",0.014630186516811,0.0212020781502489,0.235547995996375,0.0810010891783323,0.159168198080354,0.00914212777874451,2.44284023262812e-07,0.479308080015111
"13",0.0226037065139138,0.0208013457535681,0.220323685934798,0.106591015978168,0.13379239991488,0.00703231834008391,5.04245444707465e-08,0.488855477140043
"14",0.0185583421978321,0.0173903447313949,0.187722780109572,0.0615329233397017,0.116264214254939,0.00717129508959048,6.40030651100782e-10,0.59136009963694
"15",0.0246397449236778,0.0202339425498696,0.204831813189456,0.0661735737654407,0.139891638993752,0.0106802484590522,1.14781168501371e-09,0.533549036970939
"16",0.0270366975622944,0.0205568840799702,0.222410442886132,0.0928531073289734,0.162932545765239,0.0103353716850988,2.62858739545803e-10,0.463874950429433
"17",0.0323123884206654,0.0243633690690799,0.257926527080933,0.0892039559614075,0.166538778368434,0.0112591760561559,4.46806949048248e-09,0.418395800575255
"18",0.0488849431888189,0.0204643589631317,0.27781355503363,0.0859135134041872,0.144988627316915,0.0102878825145096,4.05311297894406e-09,0.411647115525694
"19",0.0262411962639278,0.0210983568550775,0.229311500855858,0.0568246834241107,0.118721680136273,0.0146616916539099,4.45510395969774e-09,0.533140886355739
"20",0.0127191471591275,0.0234261999084227,0.215971485552832,0.0740809946120803,0.14551042181124,0.00945377493244308,9.96858143701574e-09,0.518837966055273
"21",0.0216033314561577,0.0238363683071962,0.224515943286559,0.0856062730713833,0.150749788107891,0.0121182151234907,1.64354173155701e-08,0.481570064211905
"22",0.0381931478086068,0.0167641539581362,0.25456982661117,0.0837263008591523,0.13652290316374,0.0102788931174902,4.80532663417471e-10,0.459944774001172
"23",0.0213996325005901,0.0211111654868961,0.232614156543592,0.0718830886541808,0.15980460311373,0.0111283300719219,5.44166669761309e-09,0.482059018187423
"24",0.0196110942911057,0.0166347217768357,0.218524101055209,0.0865184254563021,0.137025112444367,0.0135116579541697,2.62556614467268e-09,0.508174884396444
"25",0.0254201329462238,0.024410326353801,0.229860377971618,0.0815748281778078,0.162861948510931,0.0104008877895714,1.37344240510488e-09,0.465471496876604
