"","B_cells_naive","B_cells_memory","Plasma_cells","T_cells_CD8","T_cells_CD4_naive","T_cells_CD4_memory_resting","T_cells_CD4_memory_activated","T_cells_follicular_helper","T_cells_regulatory_(Tregs)","T_cells_gamma_delta","NK_cells_resting","NK_cells_activated","Monocytes","Macrophages_M0","Macrophages_M1","Macrophages_M2","Dendritic_cells_resting","Dendritic_cells_activated","Mast_cells_resting","Mast_cells_activated","Eosinophils","Neutrophils","P-value","Correlation","RMSE"
"N16_77_RNA_116120",0.161619981356669,0,0.266370764917616,0,0,0.222755089933152,0,0.0233782578185976,0,0,0,0.0134284711563644,0.0289765130019853,0,0,0.162787016729466,0,0.0406179477689684,0.0497862953757905,0,0,0.0302796619413914,0.254,0.0850265967179619,1.03157680873928
"N16_45_RNA_116132",0.0379653466062801,0,0.0731174786189134,0,0.0225074956336861,0.388464331818406,0,0.0143235892968318,0,0,0.0726778895658883,0,0.0255585555519672,0,0,0.270549166386514,0,0.0368461550875684,0,0.0485697530983175,0,0.00942023833562686,0.461,0.0543105326137633,1.06475460613688
"N16_309_RNA_121159",0.0512355993660252,0,0.0658137490760113,0.00832098954505401,0,0.335758917985897,0,0.110285875952826,0,0,0.101857049608766,0,0.0460660322667035,0.0378389004039198,0.0487742546447359,0.037818908300028,0,0.0725747443005291,0.0836549785495038,0,0,0,0.914,-0.00876000382953404,1.09078170761308
"N15_205_RNA_116129",0.0184039083468474,0,0.0456225121279574,0.0683582206571381,0.0106796020430433,0.430250617617715,0,0,0,0,0.0230618099148653,0,0.0387953926911446,0,0.0227529376192624,0.264339482261622,0,0.0294199904750659,0.0417094585653251,0,0,0.00660606768001364,0.035,0.171310174126378,1.02244473101479
"N16_159_RNA_116131",0.0582470447696567,0,0.161214568399221,0,0,0.228629125740969,0.012788979815189,0.0447603542735948,0,0,0.0878400381809151,0,0.00629699047093991,0.127947072004384,0.023188799400105,0.144935794575465,0,0.030340200063378,0,0.0215557390508608,0.0298648734606198,0.022390419794703,0.037,0.16795582660201,1.00757647673726
"N16_135_RNA_116123",0,0,0.0279773140576418,0,0.0142834504722742,0.150715910843204,0,0,0,0,0.000327458048299559,0.0139535155591442,0,0.206121797161013,0.00912468382963203,0.115161687603582,0,0.056857889962348,0,0.303894059320667,0,0.101582233142194,0.011,0.209199811540448,1.04604469756779
"N15_504_RNA_116126",0.0490842410474026,0.00337660149274251,0.170477292253134,0.123737533474718,0,0.153119390962269,0.0111193973362327,0.113101343219007,0,0,0.111915679391551,0,0.0199010066729651,0.0430854532451087,0.0770225729637522,0.0476405399510506,0,0.0110621268806876,0.0653568211093783,0,0,0,0.079,0.133242912982182,1.02988613244646
"N15_479_RNA_116127",0,0.00391823390307826,0,0.00905208891056111,0,0.446312315709557,0,0,0,0,0.157989987063613,0,0.0535466236392853,0,0,0.0489543602581918,0,0.177268784136058,0,0.102957606379655,0,0,0.806,0.0082859150551837,1.11748516406177
"N15_443_RNA_116119",0.0241423206389634,0,0.031647949790391,0,0,0.33476376636811,0,0,0,0,0,0.0682225608392586,0.101921655888522,0,0.00450315400551867,0.226299767781193,0,0,0.172678396574174,0,0,0.0358204281138692,0.823,0.00633820839260993,1.08153785297031
"N15_243_RNA_116125",0,0,0.0134384034178419,0.135021982984008,0,0.151104056507076,0.0498547523675324,0.0284879898983396,0,0,0.0747995841264657,0.00939171655345688,0.0181307105577972,0.0577060215906868,0.140313190449185,0.242958793141425,0,0.0222252800382026,0,0.0322578029104969,0,0.0243097154574857,0.0669999999999999,0.14168100308929,1.04525306734904
"N15_220_RNA_116118",0.0377580161684121,0,0.0880535422413503,0,0,0.278311248791224,0,0.0191021447745237,0.0406194677221716,0,0,0.0704418318751189,0.047431523281705,0.0231383216217404,0.126938100299805,0.141901979841658,0.037898966983253,0,0.0469481731871244,0,0,0.0414566832119131,0.309,0.0749356619486339,1.0542714415488
"N15_178_RNA_116122",0,0,0.124153064003916,0.0419165922241907,0,0.307955896200181,0.0497452534832667,0.0850942031356417,0,0,0.0258479224352483,0.0795059194479063,0.0258301500941268,0.0256613861981651,0.0705400235623277,0.091599425757943,0,0.0101592265462061,0.0619909369108803,0,0,0,0.0669999999999999,0.141611456927305,1.03213576198196
"p15012306",0.0742651595853085,0,0.0921807618256093,0,0.0420942826781311,0.326664923045834,0.0204692729916782,0.0249764877608022,0,0,0,0,0.0499778775356908,0,0.00677692703433267,0.147536401357214,0,0.0518544035781142,0.163203502607285,0,0,0,0.033,0.17441410707046,1.00733829640273
"p16000827",0.0204868870553967,0,0.0301303278995485,0,0,0.204977503809469,0,0.0107600447163852,0,0,0.0279577232217415,0,0,0.205214096085631,0.0115257043988603,0.41120131563912,0,0,0.0648962285466723,0,0,0.0128501686271751,0,0.285289793264154,0.983419289455914
"p16007195",0.0623611303700895,0,0.04690499946797,0.0847719973101037,0,0.358107282027945,0.00468448665231661,0.0296606868944978,0,0,0.0665741374447355,0.0250506962205299,0.020519417692748,0,0.146152702000865,0.112293863608244,0,0.0128827871959015,0,0.0300358131140535,0,0,0,0.320503407662319,0.963021714185615
"p16007916",0.0203578698976695,0,0.039979525075654,0.028250926856382,0,0.287458511039533,0,0.0142956298005828,0,0,0.0227085195366958,0.0368598730395056,0.0495982172867369,0.0777939335585996,0.0350670639631754,0.250544987270953,0,0.0330561375172569,0.091786267596776,0,0,0.0122425375604794,0.127,0.115067929567953,1.03588044464135
"p16008059",0.0405859704379698,0,0.0478752546214474,0,0,0.387461042898654,0,0,0,0,0.0722556124204504,0.00223578094459493,0.0732070768838953,0,0.0208969273472366,0.331950350156917,0,0.0187547568227493,0,0.00302464436170828,0,0.00175258310437769,0.0669999999999999,0.141975776764065,1.03253556281594
"p16008668",0.0773917198824347,0,0.0940655693372948,0.110183198528606,0,0.302669427779076,0.0425815865753898,0.00641937901866802,0,0,0.039473779293629,0,0.0209295488291853,0,0.0975951961446466,0.18558898410461,0,0.0138453502770185,0.00648127596788467,0,0,0.0027749842615574,0.042,0.159947038866872,1.02308428328555
"N15_158_RNA_116124",0,0.0509942880335432,0.232878624051002,0.0221738445782261,0,0.335595162187094,0.0143907981031053,0.016495412992446,0,0,0.0356270671796956,0.0272228809367772,0.00831728409109396,0.0613257057985232,0.090457180841726,0.0553305828973868,0,0.0248732326083291,0,0,0,0.0243179357010523,0.029,0.178098974038784,1.01011031472158
"N15_173_RNA_116117",0.192480655355792,0,0.0229843640612499,0.0173459745366454,0,0.371577325660228,0.0607532432396123,0.0350767799567032,0,0,0.0660794866000018,0,0.0278911809258732,0,0.0324543189077546,0.108922886676566,0,0.0574014383162413,0.00703234576333217,0,0,0,0,0.378533912847397,0.927152695435815
"p15000683",0.169923269830743,0,0.126694295712906,0,0,0.382164973077558,0,0,0,0,0.0471174629144431,0,0.0493259867491105,0.00506876560961825,0.00700538315183387,0.0611067799985495,0,0.015288095840705,0.111562950502356,0,0,0.0247420366121759,0.6,0.0347333094925204,1.06353310428542
"p15001489",0.0453731937009345,0,0.0343791261612864,0.0517521592616236,0,0.437683423902869,0,0.0231209304650659,0,0,0.0248766196997045,0.0390634926082189,0.0196070766564504,0,0.00259324372479901,0.224958672593395,0,0.0930714486791658,0.00142650350582012,0,0,0.00209410904066773,0.152,0.106528239532053,1.05663740047605
"p14014368",0.0992936452604228,0,0.141785991008684,0,0.0303939717318064,0.253085759866727,0,0.0202726492011482,0,0,0.0591764503401494,0,0,0,0.0697755368355714,0.126240500259806,0,0.103613702605696,0,0,0.0126041689957025,0.0837576238942864,0.259,0.0843430360697074,1.04542491746049
"p14008707",0.146224864552321,0,0.0630442488300813,0,0.107156160343923,0.298627942207307,0,0,0,0,0.072170670304112,0,0.0235626727634043,0,0,0.123068726826268,0,0.0259344265287272,0.140210287643856,0,0,0,0.276,0.0808577745244219,1.05073904133639
"p14000702",0,0.0118049936133641,0.0423626988107098,0,0,0.328860225673941,0.0280526017289745,0.0156613962259366,0,0,0.109896617468083,0,0.00378488231799903,0.0176489217588363,0.0504572944808572,0.100061351227359,0,0.148454940638057,0,0.0457875586645104,0.0393198663806963,0.0578466510106755,0.02,0.191391059520057,1.0127550348875
"p13013321",0.111860329102334,0,0.0612170410714203,0,0,0.346957003478683,0,0.0443084005330447,0,0,0.032086335233233,0.0432256666052388,0.0467140522622656,0,0.0633795740838857,0.13385971196158,0,0.0142649536064118,0.096042149952676,0,0,0.00608478210922649,0.089,0.129207717724794,1.0294213986326
